"comid","year","month","day","gbifID","BFI","ftype","waterbody","wbd_classes","decimalLongitude","decimalLatitude","huc12","huc2","numday_above_tmax","numday_below_tmin","dd90_5c","dd90_8c","dd90_10c","dd120_5c","dd120_8c","dd120_10c","dd150_5c","dd150_8c","dd150_10c","maxflow","maxflowdate","minflow","minflowdate","avgflow","maxminflowdiff","avgtemp","streamorder"
19696139,2020,3,21,3044617456,40,"StreamRiver",0,NA,-85.17739028,35.00493626,60200010905,6,0.25,31.85,256.3778952,133.2371672,79.54133365,529.7975666,322.3900842,218.2086089,949.9104435,652.6109722,489.0371364,1.8017883,84.3,0,9.95,0.066713942,1.8017883,14.94359429,5
19696167,2020,4,26,2611260728,39,"StreamRiver",0,NA,-85.36814071,35.00383246,60200011105,6,0,39.2,224.5396308,114.4474494,66.68989875,478.4901377,286.5894488,190.4269618,878.7508108,597.0443438,441.9222774,0.9208793,123.1,0.0012394,191.1,0.062910658,0.9196399,14.33615843,5
19696523,2019,7,2,2465110904,40,"ArtificialPath",1,"LakePond",-85.24558033,35.10278101,60200011202,6,0.2,33.7,251.8254637,130.7928323,77.98093435,523.0905689,318.1845879,215.1786618,940.4973469,645.7130578,483.3910965,2.22403795,189.1,0,4.95,0.080640361,2.22403795,14.85036631,8
19696651,2017,1,8,1978869084,39,"ArtificialPath",1,"LakePond",-85.5449294,35.02966927,60200011204,6,0,40.05,225.5336853,115.0310496,67.2248919,479.3200199,286.8698277,190.6256378,878.8333582,596.629366,441.5249287,1.51346385,113.05,0.0002091,63.4,0.06358173,1.51325475,14.30324882,8
19697211,2019,3,22,2235489974,40,"StreamRiver",0,NA,-85.19674464,34.99525696,60200010904,6,0.25,31.85,256.3778952,133.2371672,79.54133365,529.7975666,322.3900842,218.2086089,949.9104435,652.6109722,489.0371364,1.8017883,84.3,0,9.95,0.066713942,1.8017883,14.94359429,4
19697257,2019,8,27,2573825100,40,"StreamRiver",0,NA,-85.32908318,34.99286894,60200011003,6,0,42.75,208.6469204,104.9372567,59.8562486,452.2059174,267.8617602,175.6105488,841.6486095,567.5686847,416.5862885,0.89853895,133.4,0.0031429,248.85,0.062729881,0.89539605,14.01638061,1
19697319,2015,9,18,1896901034,40,"StreamRiver",0,NA,-85.16077687,34.97910817,60200010902,6,0.2,31.75,256.9989982,133.5914008,79.76926845,530.6363229,322.9082243,218.566417,951.0379772,653.4158093,489.6687007,1.76482245,86.3,0,15.15,0.059596783,1.76482245,14.95506584,5
19697475,2019,6,28,2283068338,40,"StreamRiver",0,NA,-85.27302486,34.96187095,60200010903,6,0,37.2,231.6351159,118.1454767,68.8432763,490.3764487,294.1473529,195.7876311,895.1970756,609.1368299,451.67399,1.1116239,101.1,0,46.75,0.049989921,1.1116239,14.47707174,1
19697493,2018,11,3,1978817898,40,"StreamRiver",0,NA,-85.13278453,34.95790243,60200010902,6,0.1,34.55,243.9703682,125.5204644,74.04050115,509.8522613,307.8272171,206.5332469,922.2217738,630.3233866,469.7520466,1.75211935,88.35,0,18.65,0.054094996,1.75211935,14.7089579,5
19697609,2005,4,27,1896900857,40,"StreamRiver",0,NA,-85.33906559,34.94172181,60200011001,6,0.15,32.35,254.7506409,132.4165486,79.13103135,526.4208837,320.1191225,216.5608053,944.8075738,648.6067747,485.6759349,0.9991505,120.1,0.0007674,138.85,0.052236314,0.9983831,14.90565964,3
19697669,2014,9,9,1896900670,41,"StreamRiver",0,NA,-85.00565497,34.92974669,60200010703,6,0,35.7,235.5374757,120.4063756,70.5787125,495.7768786,297.5163582,198.4498772,901.7138168,613.6013405,455.3391023,1.40865795,105.2,0.0001907,71.75,0.052420632,1.40846725,14.5311469,2
19697677,2018,11,3,1978817794,40,"StreamRiver",0,NA,-85.11811533,34.9451257,60200010902,6,0.1,32.9,249.9823783,129.2077999,76.67627605,519.0246007,314.3307009,211.6672179,934.5678968,639.9835797,477.9746528,1.74546455,89.3,0,16.05,0.05377447,1.74546455,14.81388421,5
19697725,2014,9,9,1896900681,41,"StreamRiver",0,NA,-85.02779344,34.92763523,60200010703,6,0,33.55,245.9869334,126.7219674,74.9495166,511.998296,309.0122774,207.3685301,923.9815212,631.1119211,470.1636379,1.3245267,108.7,0.00018245,71.2,0.050316533,1.32434425,14.72208096,3
19697775,2007,9,19,1896900577,40,"StreamRiver",0,NA,-85.12933348,34.91827873,60200010902,6,0,36.55,233.2221166,118.9538005,69.44648955,492.4497917,295.264831,196.5902795,897.8116248,610.7833364,452.9461923,1.73701045,89.3,0,12.2,0.05091754,1.73701045,14.49758222,5
19697785,2014,9,9,1896900608,40,"StreamRiver",0,NA,-85.12234479,34.91497124,60200010902,6,0.1,30.9,260.5096699,135.7594898,81.28467805,535.3811711,326.1570109,220.973315,956.8619766,657.729816,493.0889096,1.62220095,91.6,0,16.75,0.055226261,1.62220095,15.00359552,5
19697825,2013,10,3,1896900575,38,"StreamRiver",0,NA,-85.4777846,34.92032198,60200011104,6,0.35,28.4,280.627747,149.2370672,91.30635475,565.6624634,349.2051569,239.8841371,998.2742947,691.8982368,522.9927945,1.26190185,98.4,0.00044325,42.45,0.060697688,1.2614586,15.35167056,3
19697829,2008,6,13,1896900545,41,"StreamRiver",0,NA,-85.06599059,34.90745609,60200010703,6,0,36.8,229.605149,116.734906,67.8600561,486.3711061,290.7841343,192.9468056,889.0851698,603.6684072,446.6984184,1.43222155,91.45,0,16.75,0.054921535,1.43222155,14.42121778,4
19697835,2014,7,10,1896900585,41,"StreamRiver",0,NA,-85.09526595,34.90639865,60200010705,6,0.1,30.9,260.5096699,135.7594898,81.28467805,535.3811711,326.1570109,220.973315,956.8619766,657.729816,493.0889096,1.62220095,91.6,0,16.75,0.055226261,1.62220095,15.00359552,5
19697847,2014,9,9,1896900606,41,"StreamRiver",0,NA,-85.02272932,34.91231837,60200010703,6,0,33.55,245.9869334,126.7219674,74.9495166,511.998296,309.0122774,207.3685301,923.9815212,631.1119211,470.1636379,1.3245267,108.7,0.00018245,71.2,0.050316533,1.32434425,14.72208096,2
19697927,2013,10,3,1896900559,38,"StreamRiver",0,NA,-85.46025397,34.89990123,60200011105,6,0,35.45,246.6656012,128.3445729,76.72960385,511.595808,310.2953207,209.2941397,923.9138126,632.7505304,472.531159,1.1312174,113.5,0.0013432,125.65,0.064311754,1.1298742,14.7312978,5
19698159,2014,7,9,1896900333,39,"StreamRiver",0,NA,-85.36507842,34.86341994,60200011001,6,0,57.95,151.5159045,71.3533886,37.62560415,351.5118966,197.2910322,122.4937179,693.9668394,450.9460809,318.8851879,1.2264496,118.85,0.00144225,189.15,0.068653874,1.22500735,12.66090117,2
19698201,2014,7,9,1896900242,42,"StreamRiver",0,NA,-85.26775065,34.85612801,60200010904,6,0.2,31.3,259.9480917,135.3129883,80.97621085,533.7761151,324.8238407,219.9090996,954.5053657,655.6422051,491.3046664,1.6117727,90.55,0,14.75,0.050690469,1.6117727,14.98678418,4
19698265,2014,7,9,1896900290,42,"StreamRiver",0,NA,-85.27742552,34.85138479,60200010804,6,0.1,34.2,245.8024345,126.7137822,74.95726355,511.6209041,309.0683566,207.5164016,924.1410017,631.7033011,470.8731475,1.3564451,95.7,0,26.65,0.051355983,1.3564451,14.73076443,4
19698291,2014,9,10,1896900074,43,"StreamRiver",0,NA,-85.03862752,34.84348055,60200010702,6,0.25,28.7,263.3519536,134.9903799,79.8330387,548.5243162,334.0058244,226.1327691,984.9320142,680.465268,512.7913317,3.93650995,107.1,0,24.15,0.154375719,3.93650995,15.23404985,2
19698297,2014,9,11,1896900145,42,"StreamRiver",0,NA,-85.19480974,34.83965628,60200010901,6,0.1,32.65,250.8556752,129.7084086,77.0041469,519.5584815,314.5245753,211.7039525,934.769079,639.8396551,477.6837103,1.67797095,94.9,0,22.7,0.051143286,1.67797095,14.8168785,2
19698329,2014,7,10,1896900107,43,"StreamRiver",0,NA,-85.14433055,34.8356881,60200010705,6,0,36.5,232.4703102,118.468569,69.05309385,490.2886086,293.4717348,195.0196055,894.0823766,607.4207523,449.8363522,1.63704325,91.65,0,24.4,0.051347036,1.63704325,14.4661569,3
19698431,2014,9,10,1896900160,43,"StreamRiver",0,NA,-85.06105456,34.82889753,60200010701,6,0,33.05,247.7444357,127.8021634,75.73664665,513.7278294,310.0119337,208.0572402,925.5896399,631.9809007,470.694378,1.21918305,104.5,0,122.3,0.055623048,1.21918305,14.7312014,3
19698441,2014,9,11,1896899976,42,"StreamRiver",0,NA,-85.20895494,34.81896097,60200010901,6,0,34.3,245.04833,126.1718515,74.5438674,509.8023559,307.472558,206.1225565,920.9061212,628.6960029,468.0735878,1.6726407,89.75,0,14.05,0.05380958,1.6726407,14.69740042,3
19698461,2014,9,11,1896900038,42,"StreamRiver",0,NA,-85.22700193,34.81418968,60200010901,6,0,34.3,245.04833,126.1718515,74.5438674,509.8023559,307.472558,206.1225565,920.9061212,628.6960029,468.0735878,1.6726407,89.75,0,14.05,0.05380958,1.6726407,14.69740042,2
19698635,2014,7,8,1896899795,39,"StreamRiver",0,NA,-85.35536748,34.78376757,60200010803,6,0,35.1,244.7842769,126.3980672,74.8814037,508.6557107,307.1738623,206.1586782,919.5546395,628.1943732,467.9333621,1.1346252,99.85,0.00012175,63.25,0.054793831,1.13450345,14.69669684,4
19698671,2014,7,8,1896899805,39,"StreamRiver",0,NA,-85.37028937,34.77550969,60200010802,6,0.15,31.3,263.9302455,138.6330672,83.74742,538.5215772,329.2100575,223.9565268,960.6711336,661.4380407,496.7290778,1.11154245,110.7,0.00052185,139.65,0.058064565,1.1110206,15.04953367,3
19698689,2014,7,8,1896899754,39,"StreamRiver",0,NA,-85.40374531,34.77249352,60200010802,6,0,44.6,207.9971273,106.051495,61.2541161,445.3709202,264.3098946,173.8515363,828.9103037,558.2859081,409.4268175,1.30468775,111.65,0.0024051,170.75,0.071232852,1.30228265,13.91374675,2
19698699,2014,9,10,1896899783,44,"StreamRiver",0,NA,-85.06028571,34.77413613,60200010701,6,0,32.8,250.0668929,129.282864,76.821434,516.7062921,312.1569221,209.7953816,929.1146702,634.6653131,472.9615398,1.3969656,95.35,3.87e-05,42.85,0.051417703,1.3969269,14.75816988,2
19698715,2014,7,10,1896899779,42,"StreamRiver",0,NA,-85.16495117,34.77132958,60200010704,6,0.15,29.9,260.7017063,133.5165791,78.8365387,544.634853,331.593926,224.2577749,983.2458279,680.2407279,513.1116031,4.5814026,93,0,9.85,0.167065706,4.5814026,15.21099165,3
19698769,2014,7,7,1896899741,39,"StreamRiver",0,NA,-85.37341347,34.75887698,60200010802,6,0,34.7,247.9886707,128.7071387,76.6837486,512.5885101,310.2847541,208.8362256,924.4221728,632.2354734,471.5337917,1.1853016,87.25,0.0003549,122.9,0.060170151,1.1849467,14.74004852,3
19698803,2014,9,10,1896899582,44,"StreamRiver",0,NA,-85.10324406,34.73930961,60200010701,6,0,33.05,249.2364462,128.8709429,76.58791965,515.2487471,311.2342573,209.1814038,927.0149686,633.1035214,471.7182308,1.05020455,125.95,0.0005389,184.15,0.054942261,1.04966565,14.74317285,2
19698807,2014,9,10,1896899632,44,"StreamRiver",0,NA,-85.12240445,34.74499088,60200010701,6,0,37.5,228.6229254,116.2439464,67.6675939,482.733872,287.9414159,190.8208091,882.3586131,597.7297066,441.4997487,1.1594593,136,0.00060775,179.35,0.057205492,1.15885155,14.36018761,2
19698889,2014,7,8,1896899473,39,"StreamRiver",0,NA,-85.42159818,34.71533656,60200010802,6,0,61.4,141.2547595,65.0625716,33.71222345,330.677957,182.1689406,111.3214662,661.4328646,424.4707657,296.8470726,1.3577131,100.45,0.00087905,126.45,0.067311787,1.35683405,12.3489871,2
19698897,2014,7,7,1896899476,40,"StreamRiver",0,NA,-85.38953097,34.71972609,60200010802,6,0,48.2,166.9622795,79.47610645,42.33685455,385.8957289,220.244752,138.6979748,755.2367206,500.0276429,360.0549873,2.7433858,110.05,0.0029032,248.5,0.210685627,2.7404826,13.40063042,2
19698927,2014,7,8,1896899435,40,"StreamRiver",0,NA,-85.41904482,34.70490088,60200010801,6,0,38.1,237.0698912,122.9587066,73.1941092,493.2397994,297.4252546,199.4790649,896.6092142,610.9851422,454.0295619,1.3960536,89.75,0.0006116,108.25,0.06592906,1.395442,14.50209886,3
19698951,2013,10,1,1896899452,39,"StreamRiver",0,NA,-85.53736551,34.69203378,60200011101,6,0,42.9,215.9723029,110.1549105,63.92787445,459.1546825,272.8822422,179.8282774,849.330616,573.3361199,421.5772381,1.24535065,101.55,0.0003846,156.65,0.06553043,1.24496605,14.08032736,2
19698963,2013,10,3,1896899446,39,"StreamRiver",0,NA,-85.53786865,34.68945262,60200011101,6,0.05,31.8,266.8434478,140.9393614,85.58534975,540.4072013,330.6335009,225.0865621,962.2856053,662.6091026,497.6414344,1.4503387,87.75,0.00031395,69.85,0.061355612,1.45002475,15.04518269,2
19698981,2014,7,8,1896899383,40,"StreamRiver",0,NA,-85.43948182,34.6862959,60200010801,6,0,35.3,251.0624579,131.8429715,79.61676465,514.8568459,313.2173741,212.0840031,926.208873,634.7120588,474.4136676,1.2780562,99.75,0.0016158,183,0.067391853,1.2764404,14.75472838,3
19699013,2014,7,8,1896899357,40,"StreamRiver",0,NA,-85.41856117,34.66781597,60200010801,6,0,56.7,157.2339807,74.66450885,39.81728485,358.5680144,201.6186368,125.4023343,702.4327206,456.5653702,323.0335067,1.02868475,137.25,0.00655585,248.55,0.075139562,1.0221289,12.7371796,2
19699269,2006,4,23,1896900282,38,"StreamRiver",0,NA,-85.50160247,34.85158596,60200011103,6,0.3,27.6,284.757156,151.971992,93.2622069,571.1158542,353.2222635,242.9838585,1005.401104,697.5898825,527.7373801,1.5906925,83.05,0,31.35,0.061951699,1.5906925,15.40865754,4
19699277,2014,7,9,1896899942,42,"StreamRiver",0,NA,-85.25045172,34.83234867,60200010804,6,0.2,32.25,247.4387703,125.6422398,73.47544565,522.3309484,315.5892272,211.9088442,950.4210392,653.7313531,490.3183912,8.71856065,115.4,0,229.6,0.620667057,8.71856065,15.00622539,2
19699291,2014,9,10,1896899717,44,"StreamRiver",0,NA,-85.0837561,34.75921443,60200010701,6,0.2,28.6,264.0495377,135.3737493,80.22945805,546.732423,332.3294429,224.9038215,979.5233046,675.1641445,507.987938,3.11403715,126,0,104.55,0.16265592,3.11403715,15.18268989,3
19699315,2014,7,7,1896899774,39,"StreamRiver",0,NA,-85.35869994,34.75229294,60200010802,6,0,37.1,223.1482414,111.3667129,63.5808633,481.9487264,286.8712521,189.4233001,892.0925063,607.1112274,450.2280592,2.7555686,82.7,0,248.95,0.188596582,2.7555686,14.52976466,2
19699333,2013,10,1,1896899683,38,"StreamRiver",0,NA,-85.53313198,34.74981364,60200011102,6,0,58,151.9187285,71.2555626,37.35400815,350.1873178,195.4245626,120.490838,691.6283026,448.0209332,315.8624363,1.3388181,100.45,0.00053175,159.65,0.066129724,1.33828635,12.63302893,4
19712171,2019,8,31,2597741795,35,"StreamRiver",0,NA,-84.99632212,35.90345091,60102080202,6,0,61.2,146.5919986,68.33641415,36.64968855,341.8702581,191.515957,120.9096778,679.7905528,441.543217,314.8109257,2.00775615,162.85,0,6.85,0.079889982,2.00775615,12.46408071,2
19713119,2000,7,5,1438653358,35,"StreamRiver",0,NA,-85.01145311,35.81966649,60102080201,6,0,54.75,163.1407988,77.2814873,41.7519122,380.7833914,218.2409898,139.9926308,751.2182699,499.3164138,363.28575,3.86558885,139.4,0,8.8,0.162672026,3.86558885,13.20309314,3
19719775,2000,6,8,1438653065,50,"StreamRiver",0,NA,-84.38565296,35.5248563,60102040503,6,0,41.05,197.8179579,95.98278435,52.68712155,442.663339,259.32015,168.5328195,837.4343394,564.373148,414.5702513,0.8773402,77.7,0.00049235,82.4,0.049287527,0.87684785,14.02952802,1
19720267,2003,12,12,1438652541,46,"ArtificialPath",1,"LakePond",-84.25890483,35.76196117,60102040505,6,0,40.55,201.192645,98.4877959,54.28542025,451.8466372,267.2526517,175.196456,854.4514344,580.1321785,428.988853,0.7035904,104.25,0,67.15,0.047835911,0.7035904,14.21078862,6
19721465,2015,11,12,1896903608,64,"ArtificialPath",1,"LakePond",-83.82507407,35.33867455,60102040106,6,0,50.7,158.8465737,70.9157579,36.22133655,363.1164157,200.0948414,123.3878885,704.4229409,452.4467399,318.3713667,0.84411045,114.25,0,5.25,0.057188458,0.84411045,12.65475339,4
19729652,2001,7,20,2447278608,66,"StreamRiver",0,NA,-83.53171133,35.4711314,60102030403,6,0,40.75,189.1916864,87.602162,46.14935805,417.4583181,236.6773684,149.7020442,783.0266001,512.7811371,367.509998,0.6902244,117.65,4.56e-05,118.5,0.064856873,0.69017885,13.35663226,1
19729930,2008,5,19,1896903809,66,"StreamRiver",0,NA,-83.28962725,35.382829,60102030304,6,0,51.5,147.472963,62.35503445,30.6198959,340.835705,181.7456766,109.5995247,669.1559657,421.2632244,292.0590881,0.7630513,139.15,0.0132211,192.7,0.074601708,0.7498302,12.28428976,4
19729982,2008,5,19,1896903727,66,"StreamRiver",0,NA,-83.26654233,35.37279247,60102030304,6,0,59.5,124.2655799,50.26688735,23.5878764,301.7831524,156.4319782,91.9840889,612.7395676,379.0875111,258.4249181,0.38561035,155.2,0.0154731,244.2,0.066916197,0.37013725,11.73574053,4
19730010,2009,6,28,1896903643,66,"StreamRiver",0,NA,-83.23048299,35.35020017,60102030303,6,0,41.4,186.6425364,85.31333205,44.78218675,408.9423312,228.9128509,143.6264125,769.2181781,499.6843418,356.1402332,0.5089224,140.9,0.01801025,214,0.066230996,0.49091215,13.21075428,4
19730082,2014,3,2,1896903537,63,"StreamRiver",0,NA,-83.17288396,35.3238734,60102030107,6,0,41.35,185.9949975,84.97051665,44.78780995,406.8045097,227.213636,142.4818538,765.7174057,496.5969595,353.5435427,0.42048955,162.2,0.021401,265.6,0.069988803,0.39908855,13.16999475,4
19730102,2014,9,24,1896903357,62,"StreamRiver",0,NA,-83.13851443,35.33882748,60102030107,6,0,62.4,111.5004541,42.86044325,19.19179945,283.7803306,143.5269917,82.55147115,592.6560853,363.7628379,246.2953916,2.14330105,155.25,0.0151163,197.55,0.25559018,2.12818475,11.57562259,1
19730542,2008,5,19,1896903794,65,"StreamRiver",0,NA,-83.25678411,35.36601931,60102030303,6,0,41.4,186.6425364,85.31333205,44.78218675,408.9423312,228.9128509,143.6264125,769.2181781,499.6843418,356.1402332,0.5089224,140.9,0.01801025,214,0.066230996,0.49091215,13.21075428,4
19730544,2008,5,19,1896903663,66,"StreamRiver",0,NA,-83.24876639,35.35570276,60102030303,6,0,41.4,186.6425364,85.31333205,44.78218675,408.9423312,228.9128509,143.6264125,769.2181781,499.6843418,356.1402332,0.5089224,140.9,0.01801025,214,0.066230996,0.49091215,13.21075428,4
19730610,2009,8,28,1438673213,66,"ArtificialPath",1,"LakePond",-83.39880495,35.45142671,60102030402,6,0,47.9,161.3283775,70.64195795,35.80361955,369.8899607,202.7047907,124.9817554,714.4018824,458.0601631,322.6999084,0.7199718,125.3,0.0043414,136.1,0.062951246,0.7156304,12.71930314,5
19735347,2002,8,6,1896903457,68,"StreamRiver",0,NA,-83.5241761,35.32850204,60102020405,6,0,51.95,149.0605921,64.31616725,32.13878785,346.2177737,187.0152264,113.8073015,677.75451,429.7426372,299.4240115,1.07010725,127.8,0,7.6,0.06806982,1.07010725,12.36989466,5
19735353,2002,8,6,1896903405,68,"StreamRiver",0,NA,-83.5233372,35.32470086,60102020405,6,0,56.7,134.9267707,56.33497815,27.32281255,321.0407876,169.6968276,101.6684738,640.3934581,400.5748941,275.9570607,1.06211885,127.9,0,7.6,0.066845055,1.06211885,12.00941833,5
19736713,2009,9,9,1896903736,68,"ArtificialPath",0,NA,-83.50556405,35.35080465,60102020405,6,0,43.45,181.4735375,83.0176883,43.49031155,401.8459627,225.2286805,141.1981514,758.8173424,492.7997991,350.7310013,1.04354815,117.05,0,7.6,0.065508482,1.04354815,13.12501147,5
19736753,2009,9,8,1896903460,68,"ArtificialPath",0,NA,-83.52356571,35.32579282,60102020405,6,0,51.95,149.0605921,64.31616725,32.13878785,346.2177737,187.0152264,113.8073015,677.75451,429.7426372,299.4240115,1.07010725,127.8,0,7.6,0.06806982,1.07010725,12.36989466,5
19738859,2004,8,5,1438661547,68,"ArtificialPath",0,NA,-83.52367421,35.32655375,60102020405,6,0,51.95,149.0605921,64.31616725,32.13878785,346.2177737,187.0152264,113.8073015,677.75451,429.7426372,299.4240115,1.07010725,127.8,0,7.6,0.06806982,1.07010725,12.36989466,5
19743338,2016,9,29,1896911609,50,"StreamRiver",0,NA,-81.8651513,36.26789829,60101030305,6,0,87.55,60.4210964,18.8556341,6.648982,182.6406856,83.8806458,44.1063455,434.9736465,251.3088087,159.383685,0.9212943,174.25,0.0075645,236.7,0.060571248,0.9137298,10.05423582,4
19743354,2016,9,29,1896911588,50,"StreamRiver",0,NA,-81.88038819,36.2652658,60101030305,6,0,76.55,80.4784213,27.90689065,11.0500893,219.9809427,105.7950602,58.5568045,493.1708252,292.972907,192.0941472,0.9887901,177.35,0.00634325,241.5,0.062250016,0.98244685,10.66925632,4
19743396,2016,9,29,1896911442,52,"StreamRiver",0,NA,-81.85156029,36.25464747,60101030305,6,0,80.55,71.46929945,23.7690245,8.93126815,204.6575822,96.65095675,52.4268252,470.8749193,277.0758568,179.5383191,1.03772705,179.8,0.0105943,252.35,0.066569963,1.02713275,10.44566742,4
19743416,2014,9,10,1896911413,52,"StreamRiver",0,NA,-81.8415447,36.25102435,60101030305,6,0,80.55,71.46929945,23.7690245,8.93126815,204.6575822,96.65095675,52.4268252,470.8749193,277.0758568,179.5383191,1.03772705,179.8,0.0105943,252.35,0.066569963,1.02713275,10.44566742,4
19743446,2016,9,28,1896911379,52,"StreamRiver",0,NA,-81.80397154,36.23513463,60101030303,6,0,104.8,38.4137337,10.13301175,3.3650461,125.7866901,52.4494914,24.5131621,324.8480908,172.1347094,99.35229705,1.43363755,173.45,0.00153625,220.55,0.076718697,1.4321013,8.737609112,4
19743826,2016,9,28,1896911410,52,"StreamRiver",0,NA,-81.83200451,36.24897987,60101030305,6,0,81.05,71.6571471,23.8802036,9.0119047,203.4134399,96.01215435,52.050681,467.6109659,274.6114372,177.5673994,1.1605132,179.8,0.00990165,261.75,0.069124576,1.15061155,10.40838901,4
19745286,2020,12,13,3044759762,51,"ArtificialPath",0,NA,-82.26271334,36.3373059,60101030505,6,0,50.25,145.5604495,61.75276415,30.1602345,355.6669969,193.7952929,118.6658135,711.6283847,460.3045691,327.1040201,0.24899795,119.1,0.0148961,197.05,0.037792646,0.23410185,12.86481052,6
19750767,2002,6,12,1896916600,54,"StreamRiver",0,NA,-81.37305403,36.88237949,60101020301,6,0,76.6,75.40385285,25.7802298,10.086867,222.7278225,108.284998,60.7038855,511.6585857,310.2416793,208.1375186,0.3262706,112.45,0.0050201,296.5,0.04587183,0.3212505,10.94651472,3
19750781,2013,5,30,1896916529,53,"StreamRiver",0,NA,-81.38826371,36.87764016,60101020301,6,0,81.45,67.83978195,22.3272099,8.5129559,206.6874729,98.7594299,54.65345335,485.0112925,290.7539068,192.8901218,0.32599435,114.7,0.00249075,280.9,0.046751751,0.3235036,10.65554102,3
19750851,2007,4,2,1896916497,54,"StreamRiver",0,NA,-81.52824197,36.86199625,60101020304,6,0,73.15,82.4463796,29.12715155,11.656911,238.0681767,117.6214785,66.5418389,536.6991229,328.7167664,222.4346741,0.3427138,116.8,0.0035289,295.7,0.046033462,0.3391849,11.21256555,2
19750863,2007,4,2,1896916650,52,"StreamRiver",0,NA,-81.58582091,36.86673662,60101020305,6,0,77.2,65.08654595,20.7911631,7.34399165,207.0501806,98.1605861,53.4024844,495.7291892,299.4495486,199.7792905,1.6660071,117.2,0.00494815,232.8,0.232507498,1.66105895,11.00373958,2
19750933,2007,4,2,1896916335,54,"StreamRiver",0,NA,-81.59931899,36.83838089,60101020305,6,0,68.55,90.5877381,32.9315608,13.59190725,254.8740865,127.8679882,73.3152871,564.2236634,349.059382,238.7190777,0.31467745,117.15,0.00343355,273.1,0.044240133,0.3112439,11.50545088,3
19750949,2010,4,24,1896916226,54,"StreamRiver",0,NA,-81.59403835,36.83402165,60101020305,6,0,68.55,90.5877381,32.9315608,13.59190725,254.8740865,127.8679882,73.3152871,564.2236634,349.059382,238.7190777,0.31467745,117.15,0.00343355,273.1,0.044240133,0.3112439,11.50545088,4
19750965,2007,4,2,1896916272,54,"StreamRiver",0,NA,-81.53448691,36.84218138,60101020304,6,0,72.25,83.00884945,29.29658655,11.75194065,239.6079364,118.3676517,66.97967595,539.8919704,330.9394216,224.1921933,0.3310069,123.8,0.00506245,280.55,0.043067104,0.32594445,11.25802997,2
19750995,2010,4,24,1896916390,54,"StreamRiver",0,NA,-81.60001703,36.82532842,60101020305,6,0,86.5,59.61919735,18.72913335,6.6390347,190.940215,89.1868248,47.94606745,460.5680091,272.8844263,178.2244367,0.31084795,117.15,0.0023966,268.7,0.044267764,0.30845135,10.40435163,4
19751175,2007,4,2,1896916119,54,"StreamRiver",0,NA,-81.73545902,36.78546015,60101020306,6,0,68.75,86.07402845,29.87332875,11.45209285,254.5741166,126.6504289,71.25839775,577.0299187,360.1532946,247.9117784,2.48233395,110.9,0.0039567,214.65,0.326245788,2.47837725,11.71995472,3
19751301,2007,4,2,1896915852,51,"StreamRiver",0,NA,-81.79770714,36.7390127,60101020306,6,0,67.3,94.9422617,34.7256811,14.54223415,264.3969631,133.5053043,77.0067962,578.9840298,359.7080521,247.1344329,0.2957196,110.85,0.00118855,264.15,0.039581379,0.29453105,11.64338616,3
19751389,2013,9,27,1896915724,51,"StreamRiver",0,NA,-81.83435041,36.72540298,60101020307,6,0,67,91.7614926,32.42449285,12.6846781,265.4633143,133.3010979,75.53725755,592.2257162,371.1149566,256.3537673,0.5780247,110.15,0.0020225,242.55,0.076463162,0.5760022,11.84476642,2
19751539,2012,4,10,1896915625,51,"StreamRiver",0,NA,-81.88953345,36.69196118,60101020307,6,0,60.95,108.4649212,41.1817805,18.17912615,289.8451856,149.4344034,87.84314835,617.0582938,387.7447722,269.4849917,0.2928033,111.15,0.0020114,269.2,0.043294097,0.2907919,12.00511934,4
19751623,2011,6,9,1896915314,51,"StreamRiver",0,NA,-81.9714406,36.6724024,60101020402,6,0,66.5,98.7446686,36.62884505,15.8055977,270.9767269,137.667374,79.98263445,587.1082667,365.3862393,251.4873317,0.2809309,109.6,0.0028151,277.1,0.039348707,0.2781158,11.68675373,3
19752455,2020,10,20,2901525138,51,"ArtificialPath",1,"LakePond",-81.52378044,36.88531458,60101020304,6,0,99.55,42.3642384,11.5549206,3.684779,149.9843768,65.95497885,33.55532755,387.3539554,219.8807669,137.5569979,0.3713235,99.25,0.0007143,245.6,0.048866386,0.3706092,9.555963331,1
19752459,2020,2,9,2596078005,51,"ArtificialPath",1,"LakePond",-81.52293289,36.87778079,60101020304,6,0,91.85,51.5761895,15.31451175,5.22591885,171.7249098,78.26609835,41.36559325,425.9835415,247.7103709,159.0384341,0.3500026,116.8,0.00289345,293.85,0.048459118,0.34710915,10.00368821,2
19752809,2012,4,11,1896914995,53,"StreamRiver",0,NA,-82.16556278,36.61038021,60101020501,6,0,55.15,126.7847024,50.8604692,23.28855235,329.5572998,176.1459213,105.8493806,683.2764683,440.3361614,311.9965223,1.1618614,136.35,0.0072776,254.8,0.179577488,1.1545838,12.67614816,3
19753441,2019,4,10,2540726676,47,"StreamRiver",0,NA,-82.51016174,36.53894937,60101020703,6,0,45.3,169.5419552,76.3792307,38.86027195,402.5723354,228.3720327,144.358604,784.8409192,520.8899479,377.9939854,0.33106875,160.4,0.011302,275.75,0.050646107,0.31976675,13.5505874,3
